"Align_ID","Batch.A.01","Batch.A.02","Batch.A.03","Batch.A.04","Batch.A.05","Batch.A.06","Batch.A.07","Batch.A.08","Batch.A.09","Batch.A.10","Batch.A.11","Batch.A.12","Batch.A.13","Batch.A.14","Batch.A.15","mz","rt","Batch.B.01","Batch.B.02","Batch.B.03","Batch.B.04","Batch.B.05","Batch.B.06","Batch.B.07","Batch.B.08","Batch.B.09","Batch.B.10","Batch.B.11","Batch.B.12","Batch.B.13","Batch.B.14","Batch.B.15","mz","rt","Batch.C.01","Batch.C.02","Batch.C.03","Batch.C.04","Batch.C.05","Batch.C.06","Batch.C.07","Batch.C.08","Batch.C.09","Batch.C.10","Batch.C.11","Batch.C.12","Batch.C.13","Batch.C.14","Batch.C.15","mz","rt"
"Align_136","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7698.830409","5922.505711","7318.733426","8521.856662","6364.416726","4459.673223","6849.0443","3820.641166","4562.37298","3124.291223","411.3416178","5244.378562","753.1721319","241.5427322","1873.460546","236.9998484","41.32250019",8886.340762,9143.975216,7544.410947,9677.128963,5089.265094,6956.008556,7656.970845,4016.996888,4457.729679,2855.378345,3919.291236,4789.29648,6904.372435,1647.985836,384.1091183,236.9998484,41.32250019
"Align_137","1430.469476","5472.170941","2194.408901","3009.519106","5601.68897","1284.125775","2123.535729","2213.01998","3178.010788","925.8047159","710.4540778","1074.109752","369.4170325","2484.489325","2115.366555","529.2655215","318.146512","928.1412106","4583.42946","3914.604712","1930.106565","4093.216468","7734.649461","4276.437205","692.6641721","1774.136622","398.1484687","5748.746266","1983.942616","685.205004","727.1026452","1038.357286","529.2655215","318.146512",2788.55205,9655.853527,1826.71683,4303.660824,4563.436348,1661.071713,366.3122963,1379.523017,517.9419618,849.4665536,3452.401094,203.6882968,1134.955958,953.2479806,901.8320793,529.2655215,318.146512
"Align_138","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7410.700221","5078.306244","7483.838271","9648.786899","4949.893428","6796.389527","5086.287466","3051.053165","3206.321116","2047.419357","1870.772702","2541.246862","999.8329662","1439.656439","780.7121662","216.0225805","41.59100165",5880.558838,8296.566034,6369.521528,7199.480845,5300.022168,5506.705113,6656.542378,3146.982788,3050.582128,1151.137672,3751.138994,3748.386633,3300.882612,2947.869091,1458.610079,216.0225805,41.59100165
"Align_139","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2081.45617","4319.966591","6353.534046","4037.878638","2184.957979","4676.556313","5169.742219","3132.075784","2113.936083","2068.509724","5046.034402","1941.098846","1456.697005","6930.281673","1714.230534","227.1033657","118.8089983",9562.575092,4488.675157,1365.068608,4687.77667,3805.654974,2798.61365,1665.00496,4720.161556,1424.250936,930.9652852,4508.254409,3522.055956,2467.654824,5074.096646,2135.424104,227.1033657,118.8089983
"Align_140","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1463.297027","3450.428088","9541.256257","3514.517089","2780.706753","4797.58378","6024.601011","2773.767772","2046.10628","1010.629962","4713.787482","2086.818453","699.3852484","2138.238526","563.8494854","137.0481734","114.2904973",2248.059851,4605.046168,1403.15663,2487.693809,5422.560219,3121.732463,1220.754397,4661.326043,1045.376496,1618.103736,2651.917209,1757.529968,1741.094474,5717.900677,6385.173167,137.0481734,114.2904973
"Align_141","5785.608547","9222.838276","5681.229991","7188.841743","5184.216233","6984.266329","7691.210803","3173.040157","5339.312198","3148.315642","3406.146941","4201.165578","2639.059104","5158.60649","8512.685626","301.1411674","440.72601","4987.9603","6072.257769","5223.301565","4705.088505","5325.864798","6159.975776","7315.97808","8897.030567","5687.124255","4682.93488","5058.56772","3064.061143","3704.057118","3585.226046","4034.031339","301.1411674","440.72601",5519.528936,6141.184655,5281.769089,3364.693273,8326.704393,9130.740916,5632.311213,5707.532465,4639.060663,5612.451464,2562.638684,4147.473513,5047.682218,8858.232105,5755.746162,301.1411674,440.72601
"Align_142","3065.787731","3129.963303","1910.76607","2581.546679","2279.795156","2211.412497","5225.977848","1254.930117","1194.785765","450.8775172","682.405522","607.7340481","1132.296097","2514.798062","3611.35255","513.2693661","349.902014","1243.438099","4134.913615","5867.827225","2271.098214","3234.892858","9212.230016","8002.092921","685.8758844","2000.972074","233.9196388","2749.443159","3034.798073","2554.188941","1701.881172","566.3782316","513.2693661","349.902014",3058.419171,7892.789526,1542.586373,6067.573275,5890.03322,4790.032913,386.8565939,3298.419068,424.7128757,1488.291396,4654.277617,346.1126025,4359.664336,1326.243746,1583.474257,513.2693661,349.902014
"Align_143","518.9104678","4574.950285","5485.049051","773.6417434","3284.690531","9205.591747","304.2638366","64.68600554","147.460236","254.894785","2307.940407","94.72327629","697.2229141","362.7387227","267.0150533","377.028695","108.642998","53.62686784","731.4679618","585.2053811","694.8567722","2170.605309","3568.67487","1893.384497","3160.280381","114.8380733","89.205051","355.8897833","85.15332379","53.14311296","80.48986163","61.89422985","377.028695","108.642998",84.30549053,4270.201481,2182.700522,130.6451395,488.9035695,87.38307029,1416.04982,6977.335513,254.7398085,480.169693,141.0247857,105.7127735,87.63611005,1543.85916,110.1346609,377.028695,108.642998
"Align_144","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1760.5516","2570.383988","9195.820136","4057.63386","2667.258924","7724.412242","6275.932283","3049.315756","1563.881933","820.6010436","1670.694976","2230.637265","693.4663219","2473.058859","382.755792","169.0861729","106.324",1497.683222,3789.788299,8408.988167,3191.385016,3333.026351,5339.583162,635.3030436,2155.786362,1218.515774,854.5027537,3280.158242,1036.674346,1517.473662,6629.299539,1901.673623,169.0861729,106.324
"Align_145","334.3239736","1290.707279","2262.443116","1202.214504","4003.847047","425.9904799","1123.383169","306.5204083","399.5867589","840.7953445","3741.005243","2513.666513","325.5800852","1007.238092","1936.691768","449.2926311","351.0119896","654.5055459","1831.506031","6527.204132","4978.720503","1683.834836","5359.085967","890.5983972","1439.342542","422.9454746","223.420889","1384.803447","2374.627662","1190.439238","1641.092698","297.7579696","449.2926311","351.0119896",492.2550364,1915.529835,1474.578148,4506.005058,9179.881467,748.9402256,504.5785206,1284.836853,292.2420065,233.3473798,401.1547368,482.1353455,2324.962964,3626.643183,1069.585058,449.2926311,351.0119896
"Align_146","6674.411067","1767.611788","1768.387649","883.9890409","4340.063259","1034.69373","881.6435187","1989.137127","1493.482241","470.9284746","603.0002325","381.8091362","201.0442903","1806.461569","737.7421304","405.1188116","220.986","378.0622715","883.1204006","3188.337452","1844.479061","1098.854707","4567.553811","692.913351","290.4997821","1895.648607","292.4183521","659.9313311","354.7284436","691.4678754","1540.774719","342.2981777","405.1188116","220.986",490.8975877,1265.505887,285.4157185,9167.760531,1224.828227,1319.424331,237.9653669,817.2016617,299.8113881,227.9537966,534.1121137,1552.536571,440.6653692,670.957124,298.6590157,405.1188116,220.986
"Align_147","1870.099444","4490.439165","8930.407137","1622.655585","6543.463083","7776.278734","2634.138972","2370.754852","1681.026529","803.7541727","1940.645435","3364.572727","1737.470355","1530.165934","4560.704337","535.2629972","335.6159908","1259.061596","4098.533227","3670.456637","4735.802231","5190.95357","5109.467593","4708.002839","2235.513331","1963.9707","1278.871099","6454.17454","2731.767995","2756.80597","2175.025616","913.1058883","535.2629972","335.6159908",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Align_148","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",5166.786943,2659.918562,1897.035478,5931.27115,6999.531974,4869.573389,799.7301009,5033.243017,1754.022446,451.106272,8872.611839,2543.275919,4254.349911,2727.056394,1252.372961,249.0974809,285.7370013
"Align_149","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2209.254612","2286.031805","8349.729745","4722.94295","4277.699776","1469.763385","8654.296788","2319.28687","2391.73868","1352.880528","2515.29884","1546.072895","660.4998741","2870.703161","2202.778979","200.079051","115.8339999",3087.810014,3193.554018,1761.190278,4877.574474,7402.672435,4388.36541,1174.951458,2794.883334,3931.254825,639.9489199,1285.928614,1960.32688,3037.899133,8790.458631,1353.684349,200.079051,115.8339999
"Align_150","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8719.911754","2290.152183","4029.469641","3127.693173","2886.0917","5807.302246","3442.456419","2216.137784","2292.605729","1755.262414","2573.006128","2716.455446","1574.636932","4391.432532","925.4211281","129.0746452","30.85799941",2262.14071,3556.803856,2021.185669,8551.865629,3747.62156,3714.20449,1526.893705,2161.043984,1356.772982,1345.422639,1858.300959,1076.200053,2428.553805,2290.498597,1381.378453,129.0746452,30.85799941
"Align_151","87.01934317","124.8107384","769.5715095","90.34920697","256.3832664","741.4842618","879.3720074","1891.991949","318.944428","1027.652018","434.4615236","202.9206417","198.3071487","120.0594637","1675.983187","446.2471586","212.9619959","53.81407714","93.3912384","688.7203875","287.3911207","276.1615685","1172.463147","610.090133","93.57490638","99.57919131","2306.986016","7545.718826","79.79044258","8666.525648","425.8455074","454.4969145","446.2471586","212.9619959",231.6745122,134.7246692,68.78988546,3183.907537,129.6816832,292.9882555,80.02510425,3961.608585,78.58525153,96.96941319,1640.49427,3581.443156,4530.756927,2859.289965,66.7300307,446.2471586,212.9619959
"Align_152","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4064.631779,4115.194176,1814.705846,3784.623195,8636.869568,2630.584568,2686.995516,5879.828988,1801.564109,1388.825309,3517.993315,2596.783348,2042.199614,4112.476429,2536.344478,269.1016363,34.80899966
"Align_153","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1497.622137","8128.662007","6058.769787","4546.032649","5928.481204","7570.118863","2741.093343","1625.880587","2273.16062","2613.883913","2176.661968","4155.107099","1033.104448","2234.392554","671.2855863","156.0723331","31.90850003",1894.841531,3892.135565,2140.44281,4383.429235,6103.32505,1339.884554,2136.081108,4210.121826,1787.662501,786.0145426,2573.726556,1176.440845,985.3022063,2013.484797,2400.277428,156.0723331,31.90850003
"Align_154","987.052064","2497.148962","4512.032353","1721.746619","4627.13649","3245.239597","3541.687843","2487.712455","2638.830975","665.9662419","2725.871685","1086.255294","844.5903036","1550.91545","4224.083764","326.1378244","119.5524987","1555.865023","2440.977791","2388.988913","2432.313064","3766.491258","2469.748648","6463.940361","1437.330914","2003.16973","1241.548774","3023.62515","1896.13789","2623.294171","7938.222605","1306.726362","326.1378244","119.5524987",1851.756642,3979.745108,1120.658267,4331.470561,3501.444067,2806.691233,724.9896219,3389.747285,905.5841962,877.083029,1240.756797,1470.294294,1829.99312,2997.218689,824.7183889,326.1378244,119.5524987
"Align_155","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2705.65511,5874.615788,1314.214899,5358.129766,7868.890835,691.4364657,574.6054944,5942.276966,397.2408317,370.3044442,4321.228589,3327.250451,1159.945394,3400.801898,1211.022057,255.1140889,137.3199994
"Align_156","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3706.844537,3750.498531,1310.663683,3192.258022,7677.081324,4589.556469,556.3944012,3408.012669,817.2677937,217.640617,2984.005556,1660.748014,1650.27969,1811.300284,2120.643811,274.2005432,271.2359972
"Align_157","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","800.482701","930.0908477","1353.365075","1069.523576","3979.361833","4826.631149","2141.907593","4845.038661","392.2445196","303.3087964","1309.24531","782.3448873","154.6391403","370.3014409","240.402888","214.0156774","107.5099994",995.1006189,4826.799662,4176.307855,814.7601193,1668.078239,269.5551886,2852.594395,7620.743759,1715.589157,2253.860142,705.8676435,280.3897781,2147.261018,2352.13579,600.9126022,214.0156774,107.5099994
"Align_158","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3307.955937","2518.954076","6585.38496","7608.452351","2345.888937","5726.894474","6194.271894","4150.868089","1874.201507","2450.819067","3602.059563","1922.12465","1436.738773","7412.421068","957.5115211","151.0791347","292.4175057",5690.876464,3616.998859,2834.922888,4503.827902,7508.824756,7404.601197,1327.687189,1486.09999,1265.949748,1210.835061,4266.782306,2735.277225,2558.793685,2979.99897,2045.93598,151.0791347,292.4175057
"Align_159","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2139.520243","6180.642989","4178.28826","4485.558969","4539.170865","7583.249536","3847.705599","6515.227243","2197.791253","1102.613634","4206.816217","3992.626493","4501.836946","3579.946523","1314.35955","208.1117538","134.2469997",3947.946381,4345.104539,3630.160811,4956.427097,5742.902813,1623.918971,1515.101717,5148.629942,2567.773851,1541.595437,2309.870046,2619.80977,4435.914173,5152.378058,1302.870346,208.1117538,134.2469997
"Align_160","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1905.462492,6319.324829,1102.321293,3811.508444,7550.27154,4617.412238,1407.374326,4109.859695,1879.440435,909.2294975,2424.132292,2831.892164,2354.270267,6051.504925,3125.869843,273.2160422,342.9214887
"Align_161","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","566.1265793","2404.689477","4720.525495","1578.787728","1406.16944","886.3532654","7480.021814","906.5508352","682.5691179","654.96554","944.7339888","589.5435996","653.9668901","1446.260461","562.1523685","172.0973283","87.72699911",725.1637982,1562.844223,326.4750325,1077.989682,6515.060281,1608.177434,442.7334579,1258.950083,959.2915668,684.4152137,1561.233884,1032.481553,558.5015069,3305.062651,255.8721484,172.0973283,87.72699911
"Align_162","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1054.128055","5087.082351","1632.320364","2589.214571","1187.799237","2533.936755","1834.02432","1871.399187","996.8417864","335.3434335","3534.909699","2031.446731","1053.543525","1034.302764","613.8730417","157.0681503","34.3289996",1951.366844,5763.333855,881.2785872,2304.347664,3293.889181,7439.144804,1686.666946,2687.945787,2306.231133,1254.456958,1946.319872,1775.861426,1017.281977,1952.66161,1696.735855,157.0681503,34.3289996
"Align_163","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","645.6714189","1292.279493","7435.620548","2792.87489","1230.39826","1694.835564","1988.628111","1333.958935","1296.846546","1537.386404","908.3851984","1045.558023","1082.316013","885.0525852","596.5927981","216.0669896","205.1320012",698.5826215,786.0718922,1507.665546,3328.8082,2315.990392,995.629198,656.865926,2853.87205,819.6970984,875.2208822,1280.550283,363.3296167,255.6974236,2949.76945,367.6455297,216.0669896,205.1320012
"Align_164","841.2791141","3132.493988","1503.4881","3937.272477","2099.876643","358.6219132","701.3342303","752.1131487","2700.97507","163.6047516","557.1276526","357.0647408","172.1531159","1646.991367","1939.080442","485.2356228","335.4665028","1513.810092","6574.484119","3021.411767","2060.721346","1259.168653","3211.903517","1187.204007","625.1053056","1074.098049","361.8404167","2482.70434","1317.521656","271.9034383","584.4153573","367.5229619","485.2356228","335.4665028",1648.931223,7389.332253,735.9121716,3132.087335,2990.936454,1105.458896,263.946157,1262.688394,214.5926298,835.0549381,2470.212184,235.2970201,218.6313969,794.4335431,903.2604961,485.2356228,335.4665028
"Align_165","1767.759236","2754.075977","1850.165361","6145.818955","3828.510998","1579.592119","2377.265214","2530.649046","2080.704284","617.638861","835.2513543","1801.039729","1095.542014","1833.056961","1597.143296","473.2116633","290.5029982","1320.206049","7117.660959","7382.615227","3931.830197","4250.542332","5220.10358","2886.847437","833.2055417","1649.195372","892.3243964","4166.616488","1678.273264","2836.787607","1891.023396","388.3431915","473.2116633","290.5029982",3276.854797,4469.373557,805.8028189,4268.682398,2352.262817,1835.067813,290.853809,3746.016221,440.7924088,396.6095514,4789.403849,1074.361324,1536.526711,2972.028656,743.1823505,473.2116633,290.5029982
