"Align_ID","Batch.A.01","Batch.A.02","Batch.A.03","Batch.A.04","Batch.A.05","Batch.A.06","Batch.A.07","Batch.A.08","Batch.A.09","Batch.A.10","Batch.A.11","Batch.A.12","Batch.A.13","Batch.A.14","Batch.A.15","mz","rt","Batch.B.01","Batch.B.02","Batch.B.03","Batch.B.04","Batch.B.05","Batch.B.06","Batch.B.07","Batch.B.08","Batch.B.09","Batch.B.10","Batch.B.11","Batch.B.12","Batch.B.13","Batch.B.14","Batch.B.15","mz","rt","Batch.C.01","Batch.C.02","Batch.C.03","Batch.C.04","Batch.C.05","Batch.C.06","Batch.C.07","Batch.C.08","Batch.C.09","Batch.C.10","Batch.C.11","Batch.C.12","Batch.C.13","Batch.C.14","Batch.C.15","mz","rt"
"Align_181","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","659.0504146","2255.124104","2996.374126","2824.811991","1381.397185","1607.141864","3609.456022","1296.006765","632.6307331","402.3457076","1443.760398","1506.758754","704.6094693","1012.825431","348.8175092","143.0967387","135.5320006",926.9529072,1720.034612,580.5715477,1467.06071,6329.865992,1721.066944,545.7542682,2302.703175,853.562217,402.5543946,986.7234353,868.1242739,1043.928855,3483.73086,820.1207508,143.0967387,135.5320006
"Align_182","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1295.88437","2367.452185","6214.585552","2688.559876","1901.796746","4021.407125","4453.671904","1731.831341","2020.833852","822.642666","4046.866737","1373.2259","998.5901326","2788.220748","481.0010591","112.0538665","114.0550035",2475.487796,2365.770805,638.1196028,1690.800469,5136.891965,3123.820038,514.2431823,2379.754517,797.107223,607.156315,2255.19197,1219.087289,1684.333366,4298.702822,204.4289343,112.0538665,114.0550035
"Align_183","1418.888857","1722.50399","1306.198476","1274.276248","653.5419539","3394.342778","3496.362244","3154.015312","2429.080158","186.2110314","2883.536878","362.0373522","319.9360701","539.7047087","1821.599727","368.1385884","317.7929938","571.4808231","1941.774893","3871.027566","1567.5527","5958.006506","3385.696577","3437.8897","422.9911797","3302.149033","850.8695528","1655.439638","2366.819082","617.0552428","1682.361893","1459.316954","368.1385884","317.7929938",2854.982294,1285.751867,293.9631615,3502.465214,6082.970452,5064.616405,164.143164,4240.197848,636.6995481,448.4417734,854.199649,404.3076027,1778.07078,1555.407156,1000.867215,368.1385884,317.7929938
"Align_184","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1711.909734,2115.810362,1254.408176,6073.952518,3716.17337,2434.089013,880.6073017,2392.201318,1450.042824,799.7979459,2085.460614,1947.415074,3289.809392,723.4324024,219.9418396,252.9742705,39.31799961
"Align_185","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1494.315254","2316.064806","4915.453362","1119.274215","5472.077396","4456.268162","2910.639182","1357.270229","1635.031077","1489.122919","2075.466639","1306.305711","1193.134762","1450.427921","1356.182829","182.9518791","23.37600044",554.7161754,3530.029286,1706.328984,1645.32848,6040.511397,4101.301384,1904.25466,1950.658574,1318.631659,3048.152062,1787.24383,718.6369021,597.4049788,1588.234061,1673.058568,182.9518791,23.37600044
"Align_186","749.6333966","3182.495754","3264.878392","2731.673884","3468.844446","1044.280332","1657.063493","2136.745661","2881.156045","122.7773781","1006.210705","682.362384","1519.683872","1459.815966","1660.398059","401.1435449","201.5700054","1200.291377","2776.596828","5988.026935","2676.267536","423.6182169","3206.347033","2213.810189","824.3926555","1637.045331","325.2143304","4351.882234","2043.053578","1240.334642","2040.540397","869.5794048","401.1435449","201.5700054",1482.967271,5177.540655,937.352749,3479.046304,2975.380592,537.455002,305.4731171,1027.478509,1732.992475,346.528976,2333.295261,851.2743744,1299.322158,2331.757973,1083.657527,401.1435449,201.5700054
"Align_187","188.6585843","131.857345","546.3167879","286.5361281","493.2268619","313.157755","207.1608564","2320.408459","454.5239173","2117.127937","918.7764512","741.1211425","3285.37228","526.3632238","137.4855355","731.5036311","548.0479843","249.5779757","184.1151978","176.6177364","652.6524073","651.3684994","177.6506966","286.6144578","178.1362973","276.8265225","186.1163599","592.6510851","5974.846824","776.577348","2789.156472","790.4424615","731.5036311","548.0479843",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Align_188","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3615.517631,4305.678514,4459.994088,3783.54086,5952.965433,3277.514226,655.9995071,2357.31531,956.2138854,909.1511756,4564.89279,1886.19546,677.5183911,5655.244532,1429.180235,291.122088,310.988
"Align_189","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1398.433821,4291.618181,880.4485513,1975.804934,5932.660441,2765.148855,330.5950073,1566.043246,471.4801183,168.7338567,1173.01535,612.6949736,1026.206977,1841.269175,317.6204271,258.1707737,194.442998
"Align_190","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","567.5651029","4269.156702","5925.070862","3703.669966","2282.381197","5925.480512","2022.208588","1414.774276","1565.217307","1429.401965","2117.454115","2615.906693","325.1718526","1083.893177","168.2793288","103.0520029","102.5844988",1418.58679,1271.821406,1290.356258,1284.09543,4719.588089,1284.395041,1087.706131,2304.293896,914.0141565,288.5658824,2384.73734,2283.692613,664.5130996,1069.282218,882.1909765,103.0520029,102.5844988
"Align_191","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","247.973792","2475.356386","2516.862937","579.5909133","1900.50455","4956.155766","429.9756015","1791.092593","518.7477599","562.8959048","1034.590076","360.2985771","144.6378118","254.6143526","394.3128911","81.03526019","117.5460019",700.0737611,3668.765412,1030.573839,739.7759829,870.3299881,552.0543803,1421.76432,3309.429655,610.7414686,575.5553638,797.778654,269.5882466,234.3958586,5816.296228,335.8481078,81.03526019,117.5460019
"Align_192","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1344.083045","1117.432563","436.8312989","2026.669494","1965.087084","1073.955146","757.8041204","1252.628838","2045.047651","1204.310467","1907.673142","5776.009428","2775.015422","3707.286244","3028.808953","107.967821","562.4839798",2171.043641,1964.812595,1925.269209,2847.092823,1151.613361,1232.3965,987.1455272,1978.397526,2088.734217,1952.038198,3168.793226,1800.822488,1772.033666,1191.031917,645.9728323,107.967821,562.4839798
"Align_193","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",5761.752913,4152.324522,1677.961624,3232.73877,4776.945467,2966.330281,992.4302638,2759.088944,1428.804763,740.5368395,4828.731745,4192.124586,5371.455436,3801.474848,1359.607612,257.1141355,79.98499952
"Align_194","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1028.091172","3980.169062","3792.043001","1714.659433","3150.926139","3003.0851","1161.090797","729.6771494","895.6646091","982.1416342","618.0502275","771.9579465","521.9131228","961.9114761","1300.392443","208.0912517","209.7900019",973.6677112,761.2403997,595.9547099,2077.542479,5748.85199,639.1999386,518.6832245,2543.219694,1613.35279,922.6764893,588.8971284,413.3724723,502.3545252,713.3236985,322.4015952,208.0912517,209.7900019
"Align_195","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2757.141733,1611.463473,1043.433529,3195.820246,4284.919701,1901.868568,428.527918,2956.477178,663.8317805,490.0457851,5748.194925,3080.989873,1301.275723,3631.262161,827.4011535,291.128934,235.4114983
"Align_196","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3087.813956,3236.608044,2648.039486,2567.667585,2021.754448,4430.174569,1556.608028,2973.18657,1325.077076,1465.347353,5728.847825,3691.750247,3054.638882,2521.537142,2467.950264,284.0223318,56.8034997
"Align_197","3826.677969","4239.504305","3320.244327","3571.834822","3445.614585","3346.711038","3380.612261","1441.801613","3519.388967","1475.677529","2106.073199","3101.202813","1007.910349","3482.94938","4011.825151","332.3319489","429.4539969","3042.011966","3972.427091","3674.299399","3093.031252","3658.734162","3911.156463","3577.672153","5709.985415","3560.913403","3211.337554","2983.383482","1235.441034","2238.840909","1778.911972","2507.053251","332.3319489","429.4539969",3394.260658,3858.590979,3367.416492,2133.556224,3940.957029,4022.351715,3876.980114,3471.353217,3218.791654,3442.93955,1326.662819,3090.47924,3036.411723,4003.014724,3474.778505,332.3319489,429.4539969
"Align_198","318.2988113","2385.841076","2651.044722","1393.357907","2463.45375","2407.076726","1481.639911","3647.221486","2353.823923","3258.969168","2124.97258","3368.036987","3739.306519","3002.474379","2593.173671","663.4557375","548.0615045","1158.956327","349.0278319","1101.628953","2693.09061","3582.314955","792.8057775","1870.554412","2695.408065","1832.919364","1477.709863","2741.662661","5655.872343","1884.063717","4242.743518","2170.45071","663.4557375","548.0615045",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Align_199","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3105.192576","3640.066116","4983.12604","3398.934212","3668.046269","3635.99148","3557.237385","3712.712873","3043.963773","3112.836067","4417.471935","5596.470357","3183.533972","5064.574433","2859.129704","114.9681064","578.828996",3655.300351,3106.184556,3757.38249,4088.600102,3614.991446,3554.0236,4033.33912,3750.22818,4261.556355,3713.557033,4977.209123,3899.325003,3688.235856,3764.222683,4679.882041,114.9681064,578.828996
"Align_200","808.3366563","1317.812771","2417.247278","1865.004986","3043.712194","2052.561555","4597.385678","2378.993914","2802.342578","464.0976832","1766.368693","1152.55864","1292.36879","1852.532675","2981.580454","298.1024206","105.1450009","1802.077302","1576.702104","3056.077883","2285.408782","1249.56187","1544.857011","5560.372514","905.5063473","2788.304724","1576.296064","1951.331059","1382.668462","1112.438141","3062.088516","815.5088802","298.1024206","105.1450009",1641.823828,2644.490017,973.9249943,3422.62997,3290.304444,1619.675952,594.786529,1693.075948,443.5836267,918.8996864,1737.794337,426.9621045,1219.801814,2648.6351,318.0607835,298.1024206,105.1450009
"Align_201","525.80285","2554.341183","650.607442","5530.999591","4509.308798","2960.248843","3994.996556","1844.679026","1695.710638","311.4031287","1851.918311","239.4336969","989.9773705","1411.404655","2480.331904","357.1034546","118.9420024","2415.675603","2700.605154","1182.370709","1816.985056","845.9246093","1113.573508","2052.573458","2108.023826","562.720916","191.9971859","1995.102438","1296.492981","1177.904223","831.5362637","489.7837372","357.1034546","118.9420024",936.2068534,5338.537815,412.7499857,3052.275327,520.0103119,723.2565911,399.7425827,2207.983054,447.9998711,1830.576323,1598.916023,542.9915775,488.5000994,2775.312378,609.4151296,357.1034546,118.9420024
"Align_202","801.4494275","1620.059573","1788.549983","1597.384543","994.8064195","2492.066163","662.5646414","1080.929015","3503.558155","351.6107132","1327.853973","852.8085634","428.888201","1772.185741","1832.083463","328.0687854","131.0990034","1246.632448","654.85496","3794.358675","3007.54193","2885.418395","3388.520025","2572.735767","1697.227803","1917.083005","1067.864764","2615.379484","1715.193871","296.6225001","1165.439686","365.031712","328.0687854","131.0990034",1150.622656,3799.237767,938.9772535,2100.755347,5461.481104,643.0487239,511.8145695,3732.149831,969.5647806,559.9834734,1181.247,250.9038719,1127.593138,1872.280913,872.3778914,328.0687854,131.0990034
"Align_203","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1201.441284","1645.403087","4337.688914","2741.721392","2631.068256","4314.916692","1853.860715","1008.061496","2173.389563","1135.489705","1601.192102","1999.796117","1207.156762","2320.387542","761.715731","127.0706712","147.4830021",1983.376503,2772.194181,919.7837809,3074.869692,5449.371796,1829.594512,847.8632209,4616.270677,1206.031297,1203.364194,2190.260049,1202.796324,1936.005335,2322.727275,574.5187598,127.0706712,147.4830021
"Align_204","1090.949849","1134.767435","1000.157448","1084.357598","2196.656577","5444.044343","2291.651971","541.051722","1508.540705","309.4109287","371.3815475","214.7136176","154.3433369","430.7914293","2636.368337","433.2245791","252.588007","1260.138191","1490.700444","2408.722234","1900.364884","835.736771","4191.207522","5285.459202","356.1424161","762.4056767","312.6499523","2154.840589","452.2910031","1325.819917","2958.14827","391.0432291","433.2245791","252.588007",1280.577158,874.5104634,476.4794224,1513.37732,1177.419699,5307.923067,209.1443022,1524.828083,376.4015738,334.3811204,1300.748296,225.8861615,1090.497629,2039.993624,521.9509032,433.2245791,252.588007
"Align_205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3353.371263","3917.72283","4723.515773","3199.298963","3741.584691","4323.556149","5398.22977","4664.881657","3348.180953","4276.153914","3131.899162","2798.771848","2721.292153","2640.125758","2939.387188","70.01469822","574.6739815",2948.216149,3905.991216,3439.69055,2613.004123,4661.566536,4690.54429,4112.385121,3330.689242,2724.880551,3651.401745,2527.745912,2529.320397,3223.30554,4754.77327,5190.177591,70.01469822,574.6739815
"Align_206","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","655.7594445","809.8010328","520.9925614","1641.666122","1494.00157","1468.51663","2143.368876","2419.707934","1432.936635","524.6825982","1464.841054","1770.172141","127.5932358","343.1769141","67.5524803","189.0379486","92.3285003",1018.251829,5378.510377,5100.380022,2235.421236,260.1889591,2878.198803,531.6882157,1356.577945,784.1006871,855.8080883,1459.722178,951.9898843,203.4886219,3520.242451,815.947317,189.0379486,92.3285003
"Align_207","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","745.1595357","2585.42234","2806.623134","1619.193904","1054.007959","3144.263568","1327.768592","2426.783568","674.3732652","742.7032539","830.7098863","846.8235899","442.0321767","231.2920557","673.293193","96.04611566","36.73800071",1531.210832,2804.50006,1721.809204,846.3962229,778.5546901,215.6363257,4026.701919,2346.872435,1921.360084,942.1267873,1224.227968,534.8480738,806.4511986,5285.564742,934.4193521,96.04611566,36.73800071
"Align_208","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","868.7073388","3803.927488","3157.054393","2832.187713","1347.847205","5236.733212","731.1242993","1106.155352","1101.855041","841.1135575","1053.984535","2836.123502","566.5520158","684.191483","143.4644264","159.0938847","143.720995",1487.239625,756.1003199,928.8010866,1193.911994,2342.33389,605.1837731,751.5914377,1323.051343,571.5843804,323.3661745,1333.243984,1313.105767,677.1130215,709.3941703,1110.059079,159.0938847,143.720995
"Align_209","1220.652491","863.189279","539.9470986","1249.884441","1947.694715","1573.476115","3174.43192","1880.087889","753.8613123","820.6743695","578.0383546","1448.393586","767.0798453","621.7765805","884.808455","382.1091121","172.5050051","658.5355558","1181.353532","2937.05425","1302.618609","1868.056261","1465.26161","789.0559181","614.3235075","460.5140887","597.1531802","748.2138261","785.885929","1077.276455","640.2012676","507.0541099","382.1091121","172.5050051",539.1530837,754.4064308,582.0732034,1062.927688,5200.785191,2303.138352,591.1175114,2362.239785,1385.277507,631.1166249,823.1099841,833.2454258,419.338374,386.9303462,879.0558,382.1091121,172.5050051
"Align_210","760.9623242","1577.508969","2753.884124","3469.609893","4604.150026","1248.417306","2104.395695","902.5987599","2374.793407","142.6068121","873.8591325","435.4909637","308.651992","1406.530699","2751.818922","400.2582571","305.2139915","1331.072351","1929.664556","3871.649759","1752.144866","1714.175074","2450.827235","2501.082601","1093.030822","1557.562513","477.4535787","2201.436564","2687.572423","1373.261688","2417.917609","463.9137131","400.2582571","305.2139915",2326.37546,5164.075466,624.308097,3194.232166,1796.633345,1518.651842,280.6825353,1650.970295,413.1737247,349.5804125,3929.770989,492.2728454,1099.119793,2763.89157,818.0283814,400.2582571,305.2139915
"Align_211","460.9056512","1406.066989","2153.512888","2517.678505","5103.915502","1424.295579","1406.274872","584.8424499","2814.035894","164.0466681","980.2434649","477.9602919","451.1869699","993.8752549","2806.818942","298.1981749","297.989996","914.4088173","2306.178173","4395.181324","2578.319362","2100.829841","3224.377407","2059.943634","1195.836478","1746.79637","454.2522982","1553.091552","1531.562112","1134.437383","2189.47409","239.8160758","298.1981749","297.989996",1890.041381,3319.691451,770.4886524,2811.425504,3379.524356,3047.543947,216.3396672,1393.183606,493.5141665,141.7737989,1858.664378,489.7884141,932.188214,1857.516164,813.2205214,298.1981749,297.989996
"Align_212","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","677.7441307","2653.200624","5089.295362","2284.795365","2700.751214","2621.943477","1576.178681","2073.577626","1414.244216","569.6383716","1621.757009","1408.967141","779.9860753","2321.793885","302.7827847","97.0985151","275.8720104",2039.548551,1395.611271,1199.776065,1589.002242,5040.919946,1737.643343,461.9052304,1529.731599,884.3750042,348.5491007,1638.816411,839.5299139,1503.314207,2016.726292,867.5531655,97.0985151,275.8720104
"Align_213","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1213.740701","2730.072012","4978.12394","3315.4451","1995.205233","3324.311251","1933.297338","1676.709572","1148.330019","1512.478007","2372.698207","2511.138078","731.145979","2276.286512","642.8273683","84.08134037","32.95999985",2393.437898,1736.672748,1297.734823,1520.532742,3327.278087,2135.320205,1244.71665,2401.479153,1995.24069,773.8749563,1751.991233,1156.772637,1695.288322,2079.94151,1928.372074,84.08134037,32.95999985
"Align_214","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","956.5237112","1758.744613","4974.23222","1747.307065","2072.87848","3655.710035","1707.607948","874.4126831","1167.301386","748.9302687","1798.886556","1929.353004","201.1324953","1676.526552","473.2700416","118.0869153","99.47499777",772.7501337,805.2350946,999.2012603,1804.587509,2001.791244,1297.538846,332.3194626,1230.186995,300.0512097,210.879101,1237.663346,308.0772291,671.2991344,866.6301533,851.2507432,118.0869153,99.47499777
"Align_215","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1994.065388","3062.526423","3179.445823","2528.777365","2743.494176","3835.605181","470.6133615","871.0369523","2114.658274","268.591441","949.1798089","2564.142817","1292.844932","2276.660952","345.1458746","224.1314264","313.7845069",2206.934331,3246.948229,1474.690785,4962.071159,2807.29341,2183.997845,958.5213595,660.5219113,170.109206,358.7549232,4802.185509,615.0187105,1046.193559,1206.794551,571.9893335,224.1314264,313.7845069
"Align_216","1201.86189","586.6600309","2335.746868","1215.506427","4747.437834","2257.012239","2136.489025","908.3015036","1386.162718","214.7810538","1345.75282","1537.118409","285.8155849","908.6625559","4823.903374","317.2447963","338.0024969","711.7163346","1531.373604","4952.095782","2192.767728","1005.499528","3222.951227","3252.39555","1504.435213","1947.030378","333.9381884","3336.582729","1872.902207","1314.010536","1480.970077","180.7934435","317.2447963","338.0024969",1608.032817,2113.132761,4800.665793,1442.453131,4745.077879,1697.903899,318.4476181,1420.070656,1138.385575,261.0384237,2398.618379,486.6824846,1153.210785,2622.971267,696.9900093,317.2447963,338.0024969
"Align_217","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2459.781434","1686.436107","3101.170728","958.9844019","4244.472853","3220.415523","4915.362021","1077.732607","2488.094189","2409.65048","1905.357833","1019.200481","1567.489187","1531.128635","3681.907886","223.9890521","22.56299984",1131.993306,4851.841588,2214.59982,2316.860193,4805.979436,4846.328855,1504.052494,1525.76024,918.758812,2986.690776,1627.109385,228.2673538,583.5087544,2143.754403,1166.444083,223.9890521,22.56299984
"Align_218","3446.413168","1657.597621","2863.616991","666.7362792","4908.056187","1653.402144","2772.553189","789.3729356","1071.547622","2066.214723","1823.142098","2837.041829","1890.847941","2390.102933","1684.291791","577.1342051","167.3129969","2074.598974","2648.981207","1530.430965","2759.170391","3345.176177","2663.859178","1165.609434","1039.699986","835.7183094","2488.111049","2581.304495","1592.539587","1235.666551","1210.962365","1352.730986","577.1342051","167.3129969",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Align_219","2173.984231","971.1149265","942.8691284","1093.469206","1131.629001","854.131617","2161.879447","174.4251596","361.7461444","338.8239927","289.4982226","255.9964517","539.9782307","190.8911288","328.3631355","407.0291679","40.83200033","2014.037732","836.0274883","4790.40232","1421.922335","1165.29396","1049.235032","1072.461503","305.5779683","251.2964491","284.0169078","216.2927851","253.6864715","95.2823151","246.8100401","235.8352356","407.0291679","40.83200033",1005.499241,1361.110124,1175.276048,1910.427189,1553.79524,812.7454705,1705.682026,443.6623449,2583.287446,261.0805479,453.6873353,379.870916,386.9861393,182.6357182,205.5919353,407.0291679,40.83200033
"Align_220","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","327.610739","1727.026364","3853.956297","438.4533936","826.330891","2795.759366","321.0353984","3112.934165","147.4237212","415.1140288","160.7731162","361.3221318","127.4789867","534.6029246","253.1939111","200.1030954","196.156003",641.4524574,4770.167074,572.3714463,835.0333378,526.6590397,408.3409594,1478.748202,1992.689706,404.1030234,815.5765823,900.8600615,153.3273054,105.5208743,3701.923948,184.5890788,200.1030954,196.156003
"Align_221","245.6580738","252.7446911","894.7546904","2726.77916","3099.612446","383.544671","1211.235129","418.8414933","637.1215128","68.70814076","837.7793487","240.3066023","78.14764636","404.7211101","2096.788011","384.2778007","347.3374999","921.025514","964.1304103","4762.090405","632.8565427","578.9928293","1926.072074","1660.151447","501.6092775","457.0701416","97.37520954","532.106914","1989.884604","333.2532097","972.8126403","107.607446","384.2778007","347.3374999",1128.050474,1375.063159,259.305343,1707.3342,1347.346962,619.4127816,116.1528817,355.8675183,142.638703,209.7602564,2099.316479,266.6373068,524.8337085,1166.462104,209.2819784,384.2778007,347.3374999
"Align_222","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1410.820908","1695.351521","4403.595464","3203.731244","4267.348397","3826.593106","734.2337377","1717.304244","407.1164531","708.1347951","623.7589685","843.0597739","420.3906915","182.5809543","298.6796344","140.074557","75.77500092",849.0157536,3040.870197,871.665983,765.0092445,902.9294251,407.2912326,749.2708254,1243.166664,514.2728073,559.4817291,1550.257659,410.833775,475.7541003,2818.755703,1707.178322,140.074557,75.77500092
"Align_223","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","949.2609433","1409.236421","1708.110269","2628.464856","214.7478451","1511.282616","1498.461745","400.2685067","386.514742","2093.289609","527.3147289","1293.745359","455.65109","506.2640759","158.7900394","140.0691302","29.12300076",748.5351823,4005.937275,2842.548894,993.7913387,1138.649833,1561.373855,898.8399944,971.5127737,635.9629808,385.5770314,517.109801,454.4555173,364.2310167,4315.92557,455.4408388,140.0691302,29.12300076
"Align_224","587.6251788","934.1993537","1860.685873","176.5092356","2468.825739","203.4575948","1272.609266","91.23215753","104.460777","796.9826511","560.5967796","1486.360055","521.900687","2097.976821","674.3285304","472.3056117","348.2670019","275.5915176","1359.874497","1253.201466","3275.734026","1583.433612","3421.049676","155.47613","756.0471606","117.5912209","152.8581298","114.4794421","1509.286258","856.1082486","2270.712123","269.5117906","472.3056117","348.2670019",521.1207051,2446.657806,599.8518039,3543.810793,4283.051324,883.8399428,169.582137,894.4159032,107.6151322,86.60845112,119.7029691,215.4275428,2339.526989,2436.566724,390.2134952,472.3056117,348.2670019
"Align_225","1002.868341","1575.308075","792.4942829","229.9526461","686.1209547","3393.154665","2626.339747","763.2492144","219.6804286","253.8408766","285.1255773","411.3907597","225.0000819","242.9136168","687.9227604","557.3135269","352.6425044","1391.045967","876.542068","1140.278684","1089.373261","890.3757596","2970.785117","4269.986631","452.1882357","1105.764569","98.31181386","1527.808885","1526.650158","1179.711926","1230.832239","98.08916709","557.3135269","352.6425044",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Align_226","2324.943381","660.9342372","141.115503","61.09434219","110.9769152","3666.027341","1975.97566","543.9907705","132.7010887","157.9776256","98.18444688","87.87603172","110.4820259","114.0659126","468.2572209","554.2975058","345.2229989","1083.537948","1242.195244","1353.618872","668.1578735","1696.724271","2840.057831","4229.060213","136.98285","642.7619269","60.25520515","849.1881124","526.606466","1935.840886","259.7173002","87.79590915","554.2975058","345.2229989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Align_227","273.2422871","71.15520502","282.7063029","73.11392601","347.8824486","166.0985617","113.2578958","302.6032855","327.4746027","42.86500802","635.4339361","421.8870072","174.7606298","716.6424153","970.3719998","608.1390358","208.8830053","52.74858731","77.13438416","276.8157967","112.866114","301.5550882","124.781234","378.295796","97.16801491","99.04664136","625.375952","4209.134432","106.4915927","1043.469228","514.9489391","428.2810627","608.1390358","208.8830053",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Align_228","3789.320074","2279.740954","1763.563171","1803.282126","1907.83947","1444.542616","2284.470642","700.996553","617.6667561","720.3803091","538.4228975","418.1013167","831.7021063","565.318523","402.0553993","423.0120858","42.08050003","3633.511139","2184.916653","2580.397924","1823.394476","1945.668458","2233.623582","1983.517876","699.5800146","398.0194899","456.2907229","165.5445174","469.2922407","171.0617632","425.8756395","423.9235211","423.0120858","42.08050003",2138.530843,1948.834178,2005.628312,1970.91005,2203.027148,1491.978549,4206.94138,833.1663156,1751.479173,347.1597321,1729.893255,725.664255,709.1637266,265.1287212,194.1339296,423.0120858,42.08050003
"Align_229","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",771.8845176,3382.059998,1381.096549,2176.473782,2446.777789,2263.842195,529.5188767,1947.228562,246.2572573,585.458837,4206.609033,636.6056902,1008.312748,3598.295067,702.2795633,290.1251596,310.114994
"Align_230","373.7140918","406.9115449","546.2095523","1463.613646","812.1742692","381.7074918","1788.168342","802.0851259","593.3724295","1278.549664","501.6221972","383.4276013","320.7490124","179.4846511","616.4805843","474.2053728","292.1100061","242.7836579","4142.604997","1986.730293","817.3946284","1246.203016","1832.352369","949.2431002","210.5340056","316.4837664","252.2022185","669.4737842","452.3517673","658.3659102","327.3627829","437.5007193","474.2053728","292.1100061",596.9196895,3010.501149,139.115788,677.2221862,412.1601255,1212.831837,86.65956967,780.6576658,59.43116121,160.0472802,1365.706726,306.5719745,1161.12193,762.0033725,200.7435449,474.2053728,292.1100061
"Align_231","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1872.951967","2204.136869","2034.628076","3614.178223","2361.912316","2429.522237","1836.959093","1969.951975","1642.136627","2223.092452","3165.290034","4076.268333","2086.767141","3328.843619","2124.824993","230.8896862","573.9700008",2982.04058,1826.826219,1925.725862,2452.647696,2155.94931,2154.313694,2519.746002,2132.799158,3629.803054,2318.910061,3841.946256,3764.364117,3202.468366,2001.568704,2290.979434,230.8896862,573.9700008
"Align_232","334.2256235","1380.249213","4052.132939","2617.81625","2526.380684","1417.044722","1699.580584","1011.978957","1123.41912","252.2796676","1069.857891","180.6411509","862.8202699","956.9917864","1196.990358","379.0880876","118.0890024","1294.159611","1501.897427","648.500825","1095.20892","454.5440884","361.7282068","959.0512646","1516.493989","349.9566087","197.4333105","1274.27746","956.8031091","517.9322294","562.2286928","2038.904059","379.0880876","118.0890024",662.8682768,3186.247995,376.1543158,1726.070137,639.9679414,470.4514851,307.4211133,1685.127633,531.3099575,982.779596,757.626755,491.6523251,572.2430954,1365.81523,405.1995499,379.0880876,118.0890024
"Align_233","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","813.1062964","985.9211493","1393.029364","3988.88004","2199.956484","1305.747876","1668.903746","692.3176429","1103.385221","414.5350379","1605.291241","939.8217591","594.0509652","1195.978118","611.166231","228.0851463","37.57000046",1093.739237,1330.628216,751.2895355,2021.629516,1014.736887,1300.66813,435.1577367,1141.852521,998.4507567,556.336024,2605.720084,883.3379094,860.1539718,1286.447102,620.304413,228.0851463,37.57000046
