name,Batch-C-01,Batch-C-02,Batch-C-03,Batch-C-04,Batch-C-05,Batch-C-06,Batch-C-07,Batch-C-08,Batch-C-09,Batch-C-10,Batch-C-11,Batch-C-12,Batch-C-13,Batch-C-14,Batch-C-15,mz,rt
label,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,,
C_1,130.22145,289.4777052,169.6390883,192.194784,265.2068704,307.4789179,144.8973154,163.6248082,111.0101985,162.424509,133.2794713,90.40016764,102.5603662,246.1564644,217.9869448,62.03028142,24.89799948
C_2,349.6065205,249.9406223,232.6463321,248.9436789,244.5343212,229.9991914,253.210763,302.8517658,376.1731626,290.482025,352.6760602,462.7619228,338.1300329,218.3732513,239.2278061,62.96262237,571.0710263
C_3,306.0726606,783.3786404,489.1779905,329.1415383,807.7081409,798.1896948,446.2070925,335.6076724,219.0373592,525.2128324,289.0866349,145.2863764,195.4790348,473.7217756,554.7360211,66.01795488,22.83150021
C_4,109.2723526,168.4881482,101.7413722,92.61560896,167.1729924,179.948027,136.3168106,92.71496916,91.14772712,91.43971453,97.71923462,62.64860872,87.89769102,111.3478755,120.7163644,67.00115177,24.25799958
C_5,294.9224554,347.5908635,208.0588453,159.0998806,292.1994817,282.8679085,182.7140707,225.4435232,134.6978863,170.3513898,225.992739,291.8116251,248.5688646,321.612348,267.0781735,68.03949847,30.82899966
C_6,1417.308387,1968.901276,1832.346075,1455.547109,2581.961604,1702.569505,2881.443273,1102.979709,1223.182285,1239.594357,1225.88837,864.6664943,930.6974064,862.0511107,1150.215442,68.99482352,27.45900002
C_7,2948.216149,3905.991216,3439.69055,2613.004123,4661.566536,4690.54429,4112.385121,3330.689242,2724.880551,3651.401745,2527.745912,2529.320397,3223.30554,4754.77327,5190.177591,70.01469822,574.6739815
C_8,1830.117296,1361.012277,2077.403422,1634.29887,2736.93777,1433.825952,843.07572,1655.250043,932.3949218,511.5266502,1148.586473,905.5255786,1097.899804,1620.729931,514.3611451,72.07839944,33.87500026
C_9,231.1650943,308.9660766,249.7495921,576.764833,1032.8129,636.4333601,50.41644365,421.8084502,46.50992553,128.5058158,258.9577587,188.9536832,752.8067386,738.5252067,187.8037835,76.03421566,148.0730008
C_10,2763.852436,2171.090428,2068.606738,1781.322971,1266.291199,1734.704232,3443.263244,1312.995996,1369.60436,4634.215716,32979.81214,2644.315864,4358.106005,3645.140968,2276.564496,76.07594841,30.13300039
C_11,3909.739957,4093.441919,5614.528951,16175.89858,17944.8502,45972.11931,7877.414781,6245.263808,18698.14478,5724.015658,8947.838265,8578.219545,2541.216712,8356.156811,3984.212961,77.03918825,168.0014999
C_12,140.6142838,134.3306754,138.898804,138.9401034,93.70903672,116.3194757,174.9873137,107.4728131,120.3285497,239.2500063,1245.761677,151.3487967,229.5456227,182.1415547,135.0842712,77.08551985,29.38450026
C_13,294.1544666,306.9690836,415.4374828,1400.856454,1170.926778,2981.434524,437.1110208,464.2122737,1380.719463,413.348666,616.5277443,623.1100365,317.6273499,617.9281613,292.0095532,78.04133681,168.0069991
C_14,247.4724577,203.6767642,262.4288829,331.3738894,186.3197189,232.5651938,224.9244742,210.1820601,271.5043221,223.2753944,333.5792624,319.099958,300.2655609,251.8682728,320.5849486,77.99798682,575.3830151
C_15,700.0737611,3668.765412,1030.573839,739.7759829,870.3299881,552.0543803,1421.76432,3309.429655,610.7414686,575.5553638,797.778654,269.5882466,234.3958586,5816.296228,335.8481078,81.03526019,117.5460019
C_16,6197.356094,11556.99278,9961.492433,11252.93999,13007.8875,14756.49458,9645.519721,6403.943441,5613.693881,8128.348036,8644.724651,5858.376977,6911.293747,16591.37497,10675.92738,81.52056365,574.6165049
C_17,4111.591738,9475.298676,5232.664824,4357.974093,10343.2326,9963.247948,6034.464929,4857.703928,339.5496675,6473.303281,4116.946901,2475.817737,4260.15898,7376.886857,6533.952103,82.01514653,22.1460001
C_18,2178.833784,3243.735535,2029.551038,2193.001069,3385.844654,3150.018203,1969.111145,2179.273613,1483.197813,1993.424533,1475.431471,1130.440737,1674.023528,2445.958556,2278.637986,83.02665928,25.25600044
C_19,44659.28155,46700.30206,45075.77957,59532.12292,40812.88229,42005.05798,36151.90161,45517.45691,46011.82562,45917.93342,47564.63042,44311.89523,43172.82668,42723.88449,32138.77707,84.04481926,525.1265028
C_20,2393.437898,1736.672748,1297.734823,1520.532742,3327.278087,2135.320205,1244.71665,2401.479153,1995.24069,773.8749563,1751.991233,1156.772637,1695.288322,2079.94151,1928.372074,84.08134037,32.95999985
C_21,11283.76626,10099.01795,13917.66991,19088.92856,33207.0476,15387.96627,5453.428456,17509.1065,6274.121737,3527.523083,14695.90077,7673.301102,11356.43506,18064.79038,7074.412608,86.08623926,57.28400073
C_22,169.8089115,201.3535921,188.9376617,432.2957671,171.8978309,209.9428282,176.507278,161.6049836,189.6495059,199.6395384,307.2990108,212.6692494,203.6589549,228.4275979,208.5804018,90.24700962,574.6130141
C_23,1611.974965,24607.04509,9526.013016,3130.509195,9931.037623,679.739429,7422.784695,33792.74564,3336.605016,4528.925863,1627.27842,549.6092379,546.5910073,15652.82899,1984.314539,95.01387962,107.9674983
C_24,1213.212763,1239.631352,566.9462786,1268.898904,966.5816008,858.5311597,691.5930273,1151.585538,804.4797659,543.2125889,1108.009166,815.7535418,1075.07372,1380.07152,652.0974828,95.06173679,31.42000064
C_25,1531.210832,2804.50006,1721.809204,846.3962229,778.5546901,215.6363257,4026.701919,2346.872435,1921.360084,942.1267873,1224.227968,534.8480738,806.4511986,5285.564742,934.4193521,96.04611566,36.73800071
C_26,2039.548551,1395.611271,1199.776065,1589.002242,5040.919946,1737.643343,461.9052304,1529.731599,884.3750042,348.5491007,1638.816411,839.5299139,1503.314207,2016.726292,867.5531655,97.0985151,275.8720104
C_27,1418.58679,1271.821406,1290.356258,1284.09543,4719.588089,1284.395041,1087.706131,2304.293896,914.0141565,288.5658824,2384.73734,2283.692613,664.5130996,1069.282218,882.1909765,103.0520029,102.5844988
C_28,35091.74132,26448.93543,31166.22817,42844.17056,23300.31613,23669.74416,23106.44962,32760.76498,38352.09998,32826.36589,47328.91993,37460.78066,36158.73833,23016.15608,20171.74742,103.9578083,568.0300136
C_29,427.6333468,184.20142,320.1397342,403.5102897,150.9968124,132.3996105,231.985595,286.5582009,385.8871392,361.92719,432.714038,373.9338281,490.3708995,132.2266388,122.0872889,104.7537212,570.0470036
C_30,29095.84398,43955.02659,57310.63084,270213.8769,154618.3265,458778.5026,55279.19749,54247.64438,149224.2131,47470.30048,85174.35072,63410.27278,18759.36184,83819.16833,25882.19722,105.0342591,167.9180005
C_31,16409.1471,12135.30638,14300.73852,20206.52705,10729.56285,10822.89742,10205.04799,14763.65088,17339.20574,15053.36551,21722.68937,17269.20735,16055.73242,10756.42561,9082.243087,105.9558561,568.0220016
C_32,430.1660452,4205.436243,5332.56459,24867.07116,13888.12642,38147.66268,4839.582538,4936.674115,12913.46141,4205.438361,8023.192556,5729.603902,1663.565325,7017.742622,2417.659183,106.0377618,168.040993
C_33,2171.043641,1964.812595,1925.269209,2847.092823,1151.613361,1232.3965,987.1455272,1978.397526,2088.734217,1952.038198,3168.793226,1800.822488,1772.033666,1191.031917,645.9728323,107.967821,562.4839798
C_34,279.778302,2156.038395,1303.154204,553.5425618,331.7638637,238.4712748,1381.200764,2183.205628,311.4427565,565.5883102,407.2986454,286.7377072,339.5638415,1287.619392,119.9149598,108.0765616,33.11000077
C_35,10547.61488,34599.8043,18330.19299,16513.43516,24675.28371,24001.82005,18852.8148,16612.70367,7071.919402,19220.81339,12163.33862,2507.98148,6101.096744,23830.74763,12193.49923,110.0170275,23.18099939
C_36,4934.565759,8768.730832,6511.431867,5341.003563,8803.974443,6842.982233,9253.748496,335.0724551,4454.883603,3378.716658,4276.776879,2988.88264,2757.81056,3638.471958,822.3009134,111.0117468,27.01099932
C_37,5914.648131,9771.868418,4190.582605,7183.675928,5026.983247,13928.5321,4321.433331,4735.915658,2941.069259,3995.165615,6139.85498,2085.421799,2270.354555,6272.553259,2725.650065,112.0242707,27.49300023
C_38,2475.487796,2365.770805,638.1196028,1690.800469,5136.891965,3123.820038,514.2431823,2379.754517,797.107223,607.156315,2255.19197,1219.087289,1684.333366,4298.702822,204.4289343,112.0538665,114.0550035
C_39,44515.87284,35426.4217,41296.36529,45207.77182,44282.57404,42984.60609,47907.95646,43447.12968,57203.21773,46005.41483,63012.26859,59995.39805,60674.5277,43646.08924,57191.24725,113.9652945,577.5349995
C_40,174527.9747,174187.3682,54565.43061,238096.504,225770.0125,147266.9396,42606.75404,160810.0679,110094.9596,41515.90945,117905.7498,77670.95763,88715.81955,218800.1586,102298.5187,114.0664416,30.44299984
C_41,3655.300351,3106.184556,3757.38249,4088.600102,3614.991446,3554.0236,4033.33912,3750.22818,4261.556355,3713.557033,4977.209123,3899.325003,3688.235856,3764.222683,4679.882041,114.9681064,578.828996
C_42,12651.5244,15948.94233,4334.903245,16292.42815,15393.59024,10148.17658,3572.68031,11249.76085,8201.802326,4527.719357,8202.521619,16709.30658,5940.656708,17362.37564,8004.071293,115.0639814,30.12500059
C_43,6445.541841,21669.8037,7605.467586,5711.607609,6003.947722,3676.309006,6714.552839,25598.87073,3596.720301,3380.600993,4715.739165,3035.975327,3865.87407,19408.61724,2717.042112,116.0950144,37.0939992
C_44,772.7501337,805.2350946,999.2012603,1804.587509,2001.791244,1297.538846,332.3194626,1230.186995,300.0512097,210.879101,1237.663346,308.0772291,671.2991344,866.6301533,851.2507432,118.0869153,99.47499777
C_45,28683.43111,25009.72488,20339.07323,30580.52535,77028.43774,33384.8635,13670.75998,40854.60446,10420.97029,10500.14837,34597.28721,28549.19188,18207.18677,31485.17908,11833.26034,120.0781011,103.959998
C_46,11122.45135,98154.66016,3678.123775,80713.51254,40015.81462,26081.5816,5699.965245,22295.77686,20128.37319,18451.68968,31067.05813,15122.02016,29255.86757,25276.15746,7665.453957,121.0297646,125.9855013
C_47,1323.009298,11350.99658,527.9230024,7049.617357,5846.731961,2483.845528,704.1007346,1935.930023,2289.364975,1793.856735,3161.481384,1451.016977,2752.913352,3468.124976,1134.190977,122.0321617,131.4409973
C_48,3759.986828,16871.82359,4767.664543,2673.19796,4953.023934,1150.737104,5761.006281,12778.38773,1987.327543,2012.995428,3601.964907,1159.363063,1337.507013,10503.57345,1377.787386,122.0871901,49.02350032
C_49,749.8860479,18376.21088,5306.624252,2658.861492,4933.659092,427.5361007,2672.870989,18537.30463,1029.423794,1914.352615,771.0668395,315.6546047,277.4245776,10403.26981,856.4780659,124.0399459,107.9450026
C_50,4444.890022,2861.667618,2499.901658,3772.358816,10640.79473,4711.658325,1059.277227,3814.729296,2102.145418,958.7819978,3652.116177,1763.962813,3008.535799,6524.180843,1806.85539,125.0961281,276.7230045
C_51,14148.09886,22660.48552,20835.31265,17611.76254,22460.1926,25249.58618,17516.59177,18219.7719,11186.33304,16222.49975,13596.79453,12466.38952,16856.9879,25091.91915,18216.60149,125.9876226,575.4189932
C_52,1983.376503,2772.194181,919.7837809,3074.869692,5449.371796,1829.594512,847.8632209,4616.270677,1206.031297,1203.364194,2190.260049,1202.796324,1936.005335,2322.727275,574.5187598,127.0706712,147.4830021
C_53,1222.877214,1516.706555,1600.494403,2462.683544,3105.732135,2866.197005,571.1696029,1533.423687,1026.246919,953.7340472,1631.063134,798.3450525,805.5909639,1752.079327,886.2899875,128.0587535,29.43750026
C_54,596.0277733,1000.522469,407.6111323,1151.381484,1633.118826,361.9669008,302.9998487,567.1526897,259.9136653,213.0929252,553.526253,221.2901262,676.0386412,1521.423391,595.1363915,128.1033743,197.070001
C_55,2754.241998,9265.68354,1829.365767,5220.599887,13663.86659,1555.745719,1237.998884,8620.493867,581.8625848,776.8776744,3000.260771,656.4468859,3029.215951,5165.983261,1634.834082,129.0559258,130.3019958
C_56,2262.14071,3556.803856,2021.185669,8551.865629,3747.62156,3714.20449,1526.893705,2161.043984,1356.772982,1345.422639,1858.300959,1076.200053,2428.553805,2290.498597,1381.378453,129.0746452,30.85799941
C_57,12371.89861,12063.41186,12140.57448,10603.9704,10226.90084,10364.36211,14626.20415,13229.69999,12685.28889,13560.27424,9314.932061,11341.55431,11970.52557,10926.48884,10162.03954,130.9676505,581.9885032
C_58,1242.737519,718.837789,3496.255584,4024.712445,8553.369826,7110.573932,1554.378724,2481.297097,18299.83458,1722.801987,1292.870008,1536.905551,2309.502185,5737.715777,1694.581226,131.047655,253.8434948
C_59,903.3968024,1174.896206,1104.583125,922.4485295,835.6517088,1001.106919,992.8432662,915.2035346,698.06231,959.3143129,644.1517369,631.101091,789.0038024,1032.555299,709.8346041,132.9634009,579.4325008
C_60,17080.41603,11488.52574,12208.35134,13146.41828,15815.82383,12123.9297,7283.194882,9849.445762,6368.346152,7157.203093,21518.93446,6513.516712,15626.84971,13992.24642,11687.16523,136.0552339,30.75499949
C_61,2248.059851,4605.046168,1403.15663,2487.693809,5422.560219,3121.732463,1220.754397,4661.326043,1045.376496,1618.103736,2651.917209,1757.529968,1741.094474,5717.900677,6385.173167,137.0481734,114.2904973
C_62,19085.90958,38364.9623,5226.265543,12289.83962,5471.983606,1956.360004,21110.77444,19212.82208,10049.03873,7510.85519,6993.119787,4949.958804,7581.056864,22596.812,2056.221297,138.055957,30.84099936
C_63,7353.444227,9763.405391,7553.44126,7618.249725,12523.80705,5623.897559,11237.02752,5795.714266,7752.013778,1870.286,2019.67338,3218.302145,2128.119778,4793.450488,1599.035942,139.0259357,38.36599952
C_64,748.5351823,4005.937275,2842.548894,993.7913387,1138.649833,1561.373855,898.8399944,971.5127737,635.9629808,385.5770314,517.109801,454.4555173,364.2310167,4315.92557,455.4408388,140.0691302,29.12300076
C_65,849.0157536,3040.870197,871.665983,765.0092445,902.9294251,407.2912326,749.2708254,1243.166664,514.2728073,559.4817291,1550.257659,410.833775,475.7541003,2818.755703,1707.178322,140.074557,75.77500092
C_66,926.9529072,1720.034612,580.5715477,1467.06071,6329.865992,1721.066944,545.7542682,2302.703175,853.562217,402.5543946,986.7234353,868.1242739,1043.928855,3483.73086,820.1207508,143.0967387,135.5320006
C_67,29765.15336,25535.4536,30137.65616,48098.15723,19263.626,20985.91507,18554.82286,27103.93356,28853.3673,31047.56444,44227.89064,29377.84143,26668.61162,20855.90963,15341.87433,144.9842429,568.4299799
C_68,6648.890919,3935.56337,4385.387124,4202.70572,22647.50504,5051.187973,3312.877816,12082.51925,4170.675359,1671.87341,4846.710153,6493.194748,7134.809072,7007.14506,5931.221297,146.0604817,145.904994
C_69,13813.51215,11664.7239,13408.18985,21913.88237,8572.173218,9399.979401,8427.22723,12573.56215,13305.05938,14064.72208,20522.40735,14656.01789,13089.73989,9444.404073,6377.273083,146.9832608,568.1229732
C_70,1408.942681,1328.06503,1357.282516,2152.228653,1238.778388,1300.987671,1243.007889,1509.010062,1471.939804,1432.830146,1721.310809,1455.546058,1312.934945,1176.707836,1192.844751,147.9961995,570.0689949
C_71,3227.544045,3655.564503,1500.963696,7513.077057,6717.62148,6344.408608,602.8429748,2213.263845,1147.275115,4518.561074,3401.138534,1043.471948,869.9173516,1870.910526,1571.182399,149.1072783,284.8714942
C_72,5690.876464,3616.998859,2834.922888,4503.827902,7508.824756,7404.601197,1327.687189,1486.09999,1265.949748,1210.835061,4266.782306,2735.277225,2558.793685,2979.99897,2045.93598,151.0791347,292.4175057
C_73,1869.801358,1979.488914,2218.987497,3258.761556,2019.377727,2366.714791,1588.891912,2022.877154,2340.865168,2115.937286,3517.202584,2374.929414,2240.699263,2367.747329,1658.463674,154.9885391,577.563004
C_74,1272.321378,1838.540636,988.1392998,611.9520637,6461.49521,739.3134111,747.1084262,1346.683587,615.5543661,688.9980799,2642.701241,664.0953854,2511.550038,2807.723683,1073.570891,155.078075,68.82000004
C_75,1064.762686,976.2680027,1090.047841,1307.791651,1194.427279,1137.805656,1038.372877,1123.068085,1388.462128,1024.205714,1348.35129,1065.076628,1139.863948,1187.70502,1246.602524,155.9806165,578.7889974
C_76,1894.841531,3892.135565,2140.44281,4383.429235,6103.32505,1339.884554,2136.081108,4210.121826,1787.662501,786.0145426,2573.726556,1176.440845,985.3022063,2013.484797,2400.277428,156.0723331,31.90850003
C_77,1057.495722,869.0987424,899.2729049,2693.213043,1265.466868,1059.390745,478.4164425,356.7555833,231.6877299,264.0823967,2575.618486,371.86176,540.8776454,874.5702234,294.1372244,156.1300832,313.0149966
C_78,1951.366844,5763.333855,881.2785872,2304.347664,3293.889181,7439.144804,1686.666946,2687.945787,2306.231133,1254.456958,1946.319872,1775.861426,1017.281977,1952.66161,1696.735855,157.0681503,34.3289996
C_79,8171.901415,360.6727708,1747.983435,567.6628031,488.0852067,1175.212432,1689.794443,666.2385716,418.7654898,2626.493546,8466.992962,388.321471,638.5439233,483.4636278,351.8987097,157.084,126.4340015
C_80,1487.239625,756.1003199,928.8010866,1193.911994,2342.33389,605.1837731,751.5914377,1323.051343,571.5843804,323.3661745,1333.243984,1313.105767,677.1130215,709.3941703,1110.059079,159.0938847,143.720995
C_81,7390.290676,10305.21266,3940.88547,8182.192507,42428.66816,10186.49891,9713.77454,8645.250917,12056.59384,1430.722626,9774.45733,4292.898839,10229.59927,2837.170618,9235.706076,160.1149893,35.54800013
C_82,1012.715599,4117.341335,1353.341444,1868.33724,3828.669693,1605.919665,719.7902108,2540.839728,514.1743975,1175.496088,1188.679506,667.9091418,1073.338503,1446.549609,809.3228414,163.0463199,151.1400039
C_83,1510.422199,529.8538295,1004.339533,354.4142827,1324.953437,1269.328297,1219.651843,973.9648729,2063.381531,1153.04408,2199.926626,2658.911924,2154.863233,968.6903213,1468.052904,164.0004876,573.2070018
C_84,7819.210665,6288.108141,7866.31741,3931.964676,1175.985955,5094.954969,5906.646306,4234.458215,1832.548934,7767.724251,8724.529908,3503.4813,4556.141933,5040.937728,8245.784017,165.0548,49.06799878
C_85,13801.50395,177847.5636,38483.45448,77605.20142,11723.04068,64683.58592,10261.61001,45108.49601,21829.33194,14888.00165,54826.58054,24650.16009,4900.191573,146047.4248,38376.38688,167.0575222,91.05399702
C_86,9174.064592,33612.37609,9019.183931,28785.14052,17689.43871,18335.2551,1913.831377,18770.78496,6756.504973,4095.625775,12174.35732,5031.282954,5465.820014,30897.22923,8449.359169,168.062887,66.60799998
C_87,14488.15644,13389.15877,21820.9978,9343.057152,18209.72756,23132.81705,24609.76141,14866.40714,12164.76948,12230.97648,16381.1268,6078.487151,19756.49941,12026.22561,23353.174,169.0381448,37.39450043
C_88,1497.683222,3789.788299,8408.988167,3191.385016,3333.026351,5339.583162,635.3030436,2155.786362,1218.515774,854.5027537,3280.158242,1036.674346,1517.473662,6629.299539,1901.673623,169.0861729,106.324
C_89,1402.981989,4939.653785,2874.46964,29373.15418,28644.55714,7287.6174,1478.713542,18685.87621,13229.74731,4169.150512,3231.256068,4591.52945,19064.68359,2357.54559,971.1286458,170.0611127,253.085995
C_90,568.7758113,15170.25792,6294.812277,2863.994589,2727.741755,393.2279937,1304.177509,12253.96664,1046.915662,1658.381305,659.4968996,213.8794673,201.194235,7779.910872,1216.841831,170.0437769,109.0820017
C_91,725.1637982,1562.844223,326.4750325,1077.989682,6515.060281,1608.177434,442.7334579,1258.950083,959.2915668,684.4152137,1561.233884,1032.481553,558.5015069,3305.062651,255.8721484,172.0973283,87.72699911
C_92,10309.48681,45535.0704,3161.081425,7370.443422,61952.30092,17539.045,12930.35367,17974.43199,17283.75299,8377.201552,23146.45861,33879.02328,60788.45076,10346.43736,8224.221055,174.1244981,68.79499838
C_93,5231.616311,9525.794236,2711.475755,7657.418475,21001.95935,1250.532897,904.3423591,8410.849246,558.1993392,308.3673777,4418.197477,206.6096542,917.8849008,1499.932307,4693.927469,175.1210797,135.1930028
C_94,4062.839307,9579.929482,10657.27914,93286.76957,23259.40535,87707.19508,6632.966954,8252.057486,16618.68733,7078.341095,14006.71609,7238.678604,1851.251992,15619.56769,2785.788667,180.0658871,168.5460026
C_95,17360.19484,76545.36607,29228.26431,46850.87032,16420.09518,21744.62368,13787.12671,36417.11571,12924.37169,18583.30031,24989.91016,8978.437333,10778.00639,54329.86206,39468.67155,181.0694084,142.1870016
C_96,13594.02542,15531.70828,8966.839604,12403.88394,24008.40678,4845.293969,6213.173616,18458.54732,5337.139117,3083.089884,19082.64927,12531.75066,13041.25882,9804.674985,4540.479136,182.0770325,51.235
C_97,554.7161754,3530.029286,1706.328984,1645.32848,6040.511397,4101.301384,1904.25466,1950.658574,1318.631659,3048.152062,1787.24383,718.6369021,597.4049788,1588.234061,1673.058568,182.9518791,23.37600044
C_98,4026.918381,79325.30202,8303.720055,18513.3887,4312.552018,19505.25791,5097.977925,18700.50836,10417.9961,18263.07244,12562.9562,4105.000054,3274.204487,46075.81789,7693.405467,183.0528739,78.39699831
C_99,35807.33587,23988.02462,24173.26056,49668.79879,84514.20146,19105.69662,17894.4947,42303.11192,12070.88899,6299.797067,34022.33332,33585.4574,14804.14297,24068.83268,27298.74482,188.0711417,143.7160039
C_100,4790.119697,3387.196882,3051.15734,7198.181581,11379.91322,2830.200337,2409.415026,6125.875417,1720.274441,2460.318186,5083.011106,5090.522661,1963.586798,2857.25445,3853.320023,189.0740605,143.6810001
C_101,1018.251829,5378.510377,5100.380022,2235.421236,260.1889591,2878.198803,531.6882157,1356.577945,784.1006871,855.8080883,1459.722178,951.9898843,203.4886219,3520.242451,815.947317,189.0379486,92.3285003
C_102,1452.392674,35028.25284,13787.02341,6205.947609,8841.364838,1179.495803,5834.34097,34815.75988,1976.395594,4673.814425,2275.449543,1190.505319,414.575035,16118.14133,2427.09812,192.0318166,106.4880031
C_103,369.3016435,577.8658343,287.3445148,374.9656027,495.52722,399.0255074,678.1957056,530.7790599,244.3784088,362.5079673,381.9782778,197.4326661,382.260308,470.5267183,541.3559775,192.931151,580.0259988
C_104,978.869866,3560.042231,1034.084799,600.0360554,818.8605356,269.7304044,777.0994086,3459.377733,282.8226462,1136.202203,6460.17785,149.0005916,73.14734457,1615.360376,234.6245706,193.0344897,109.0439999
C_105,4488.544621,1676.579871,1631.271849,5022.704238,14831.46634,6356.531256,763.8564051,4399.960795,2852.151968,813.8885549,955.2445281,2104.182867,1016.886228,2400.057109,4341.976547,193.0842208,280.3860072
C_106,754.8504208,572.2152395,584.436516,366.1311254,812.2386916,745.5674985,817.3739553,599.4054155,779.3222271,541.2763862,347.7912538,648.932789,628.1655628,778.4730636,1022.32327,197.9163474,577.8105256
C_107,3302.746913,15758.75511,3846.515852,5906.128326,6988.087239,2187.631893,1879.087306,4183.005164,798.1854704,1370.472436,3164.148777,1279.75204,1483.53513,12562.25151,2244.111552,199.1055152,102.3845025
C_108,852.2902067,824.9723224,1461.217896,820.6609823,1050.200211,480.3357482,1599.371399,650.2901481,369.2095453,959.538913,847.137699,244.5789767,659.6943659,1392.552815,2410.014461,199.9621793,23.62850031
C_109,3087.810014,3193.554018,1761.190278,4877.574474,7402.672435,4388.36541,1174.951458,2794.883334,3931.254825,639.9489199,1285.928614,1960.32688,3037.899133,8790.458631,1353.684349,200.079051,115.8339999
C_110,641.4524574,4770.167074,572.3714463,835.0333378,526.6590397,408.3409594,1478.748202,1992.689706,404.1030234,815.5765823,900.8600615,153.3273054,105.5208743,3701.923948,184.5890788,200.1030954,196.156003
C_111,1812.977093,1899.214611,1093.594757,894.6827556,1288.236049,1552.322552,906.9836484,774.9857424,497.5339558,1302.835251,419.1837672,224.8402579,666.3784262,1377.481525,1675.701921,200.9492016,23.24350055
C_112,17464.65792,26644.01483,44361.86946,128082.8382,58134.49603,132494.5695,31841.40371,23716.3377,60359.72166,31015.35119,43663.44516,34477.33026,8483.118138,41226.54312,10554.58562,202.0478558,167.9620044
C_113,2154.065205,845.6586396,633.5294446,750.1322704,20544.1727,3618.273496,356.4950024,785.4373058,1042.936122,591.6110809,2828.536957,711.1897474,2127.647897,514.5673179,323.9815699,202.1085513,121.7370034
C_114,2504.652063,4032.803503,2180.90794,15664.45088,7154.897086,16076.23299,3768.22754,4828.213767,8429.31979,3470.159973,7213.260761,4064.006712,2193.459429,5394.852935,1326.801515,203.0504326,166.525001
C_115,4409.903864,2308.4478,3390.94085,4778.725181,7188.945685,5988.960105,671.2450193,4757.453046,1782.851729,747.2585886,4405.762944,1991.439633,3997.181555,4516.99429,1591.042334,203.1107915,281.5220118
C_116,1348.124817,5039.651816,1670.083353,2729.378705,5303.690219,568.4542061,1193.462483,6955.326526,750.7228099,1420.617727,2357.701532,916.6157236,1344.301555,3148.985297,2553.945429,206.0463113,144.015002
C_117,3947.946381,4345.104539,3630.160811,4956.427097,5742.902813,1623.918971,1515.101717,5148.629942,2567.773851,1541.595437,2309.870046,2619.80977,4435.914173,5152.378058,1302.870346,208.1117538,134.2469997
C_118,973.6677112,761.2403997,595.9547099,2077.542479,5748.85199,639.1999386,518.6832245,2543.219694,1613.35279,922.6764893,588.8971284,413.3724723,502.3545252,713.3236985,322.4015952,208.0912517,209.7900019
C_119,1050.034191,1076.411069,1132.195898,1047.378724,1046.098603,1059.233277,1330.577003,1125.611155,1070.988031,1228.160502,891.6625311,944.1632261,1018.794953,1073.566456,1131.263567,208.9430654,582.7270141
C_120,565.7567424,663.9834674,601.5210174,654.4931255,603.1660385,634.1614931,626.9854592,586.2865798,550.3857192,577.107488,364.9730504,393.2617963,514.0473565,695.4766319,559.4777412,210.9311575,583.3005254
C_121,16182.14059,52128.90632,12512.95455,19721.61823,25801.71668,14143.55558,2619.624564,19251.05084,3284.284821,3135.496436,25818.43877,12339.85676,11966.29488,43046.1073,6740.105447,211.0616706,149.5579998
C_122,1355.252765,756.0510633,420.2861513,574.807246,1118.32535,601.1950101,293.2249837,409.7748113,376.6571144,213.0797506,705.868166,489.2816079,263.7964919,329.9303658,449.1905766,213.0373536,219.3085053
C_123,995.1006189,4826.799662,4176.307855,814.7601193,1668.078239,269.5551886,2852.594395,7620.743759,1715.589157,2253.860142,705.8676435,280.3897781,2147.261018,2352.13579,600.9126022,214.0156774,107.5099994
C_124,3779.539201,1505.482916,1099.010694,1781.694284,3405.205762,2439.466639,749.1645726,2030.606221,1477.466605,295.4146658,547.9271859,1113.96889,888.3229382,1554.79131,1302.753397,214.0845862,154.1580027
C_125,2537.166677,2468.994933,1498.053585,1050.164774,3514.829102,3285.48045,3669.478643,2157.678011,2456.243235,1997.599015,1969.809871,2301.231693,2656.196799,2938.782691,3465.036859,214.9175891,573.2195
C_126,56619.61731,76608.8938,72678.96312,84787.32953,61825.73742,49595.34347,74838.71456,27615.73774,29783.82207,8603.567601,22674.76361,22301.76093,28428.74151,16451.18391,6400.14314,215.0160968,40.51499911
C_127,5880.558838,8296.566034,6369.521528,7199.480845,5300.022168,5506.705113,6656.542378,3146.982788,3050.582128,1151.137672,3751.138994,3748.386633,3300.882612,2947.869091,1458.610079,216.0225805,41.59100165
C_128,698.5826215,786.0718922,1507.665546,3328.8082,2315.990392,995.629198,656.865926,2853.87205,819.6970984,875.2208822,1280.550283,363.3296167,255.6974236,2949.76945,367.6455297,216.0669896,205.1320012
C_129,20997.70682,10399.42877,3074.350695,7242.727235,14670.60585,6210.56416,5878.489473,7047.961358,6089.624298,7742.94456,15776.88415,16291.87208,10886.86499,12342.12202,3946.831973,217.1274091,34.03100038
C_130,7250.903431,5832.352126,1749.828722,6756.734254,106913.9149,18281.34669,1370.479832,3993.323669,3597.95802,2424.70417,14269.73924,2807.511804,10037.18173,3909.80846,1064.797799,220.1164088,121.9124975
C_131,1044.5551,15655.24042,7706.002672,4870.961594,726.2871052,572.8352471,8096.528858,4114.484167,448.7803129,1252.05248,490.7111204,372.645074,303.4266226,8145.979406,362.7488274,220.1219205,50.07699938
